"FID","SubGroupName","GroupName","AttackTime","ColorCode","Outcome","VideoTimeStart","ExcludeYN","ReasonExclusion","AttackedColor","Fate","DropYN","DelayToAttack","AttackedPalatability","AttackedPalatabilityTreatment","PriorExposureYN","PriorExposure","PalatExpo","AttackNb","PrevPalatabality"
18595,"BrownDB","DB",2019-03-22 00:04:28,1,1,2019-03-22 00:03:16,0,NA,"Green","Consumed",0,72,1,"Control","1","Trained","Trained",1,NA
18596,"BrownDB","Water",2019-03-22 01:44:56,2,-1,2019-03-22 00:03:22,0,NA,"Brown","Rejected",1,6094,0,"DB","0","Naive","Naive",1,NA
18597,"GreenDB","DB",2019-03-22 00:05:09,1,1,2019-03-22 00:03:28,0,NA,"Green","Consumed",0,101,0,"DB","1","Trained","Trained",1,NA
18598,"GreenDB","Water",2019-03-22 00:05:13,1,1,2019-03-22 00:04:07,0,NA,"Green","Consumed",0,66,0,"DB","0","Naive","Naive",1,NA
18599,"BrownDB","DB",2019-03-22 00:03:32,1,-1,2019-03-22 00:03:07,0,NA,"Green","Rejected",1,25,1,"Control","1","Trained","Trained",1,NA
18600,"BrownDB","Water",2019-03-22 00:06:29,2,-1,2019-03-22 00:03:32,0,NA,"Brown","Rejected",1,177,0,"DB","0","Naive","Naive",1,NA
18601,"GreenDB","DB",2019-03-22 00:04:05,1,-1,2019-03-22 00:03:51,0,NA,"Green","Rejected",1,14,0,"DB","1","Trained","Trained",1,NA
18602,"GreenDB","Water",2019-03-22 00:02:15,2,1,2019-03-22 00:02:04,0,NA,"Brown","Consumed",0,11,1,"Control","0","Naive","Naive",1,NA
18603,"BrownDB","DB",2019-03-22 00:03:08,2,-1,2019-03-22 00:02:47,0,NA,"Brown","Rejected",1,21,0,"DB","1","Trained","Trained",1,NA
18605,"GreenDB","DB",2019-03-22 00:02:42,2,1,2019-03-22 00:02:32,0,NA,"Brown","Consumed",0,10,1,"Control","1","Trained","Trained",1,NA
18606,"GreenDB","Water",2019-03-22 00:13:14,2,1,2019-03-22 00:02:41,0,NA,"Brown","Consumed",0,633,1,"Control","0","Naive","Naive",1,NA
18607,"BrownDB","DB",2019-03-22 00:04:23,2,1,2019-03-22 00:04:17,0,NA,"Brown","Consumed",0,6,0,"DB","1","Trained","Trained",1,NA
18608,"BrownDB","Water",2019-03-22 00:04:36,2,1,2019-03-22 00:04:29,0,NA,"Brown","Consumed",0,7,0,"DB","0","Naive","Naive",1,NA
18609,"GreenDB","DB",2019-03-22 00:02:25,2,1,2019-03-22 00:02:05,0,NA,"Brown","Consumed",0,20,1,"Control","1","Trained","Trained",1,NA
18610,"GreenDB","Water",2019-03-22 00:04:58,2,1,2019-03-22 00:02:54,0,NA,"Brown","Consumed",0,124,1,"Control","0","Naive","Naive",1,NA
18611,"BrownDB","DB",2019-03-22 00:03:17,2,1,2019-03-22 00:02:33,0,NA,"Brown","Consumed",0,44,0,"DB","1","Trained","Trained",1,NA
18612,"BrownDB","Water",2019-03-22 00:02:54,1,1,2019-03-22 00:02:46,0,NA,"Green","Consumed",0,8,1,"Control","0","Naive","Naive",1,NA
18613,"GreenDB","DB",2019-03-22 00:03:26,2,1,2019-03-22 00:02:51,0,NA,"Brown","Consumed",0,35,1,"Control","1","Trained","Trained",1,NA
18614,"GreenDB","Water",2019-03-22 00:06:07,1,-1,2019-03-22 00:04:27,0,NA,"Green","Rejected",1,100,0,"DB","0","Naive","Naive",1,NA
18615,"BrownDB","DB",2019-03-22 00:04:44,2,1,2019-03-22 00:04:35,0,NA,"Brown","Consumed",0,9,0,"DB","1","Trained","Trained",1,NA
18616,"BrownDB","Water",2019-03-22 00:08:27,1,1,2019-03-22 00:05:13,0,NA,"Green","Consumed",0,194,1,"Control","0","Naive","Naive",1,NA
18617,"GreenDB","DB",2019-03-22 00:39:15,2,-1,2019-03-22 00:02:21,0,NA,"Brown","Rejected",1,2214,1,"Control","1","Trained","Trained",1,NA
18618,"GreenDB","Water",2019-03-22 00:02:58,2,-1,2019-03-22 00:02:49,0,NA,"Brown","Rejected",1,9,1,"Control","0","Naive","Naive",1,NA
18619,"BrownDB","DB",2019-03-22 01:40:41,1,-1,2019-03-22 00:07:22,0,NA,"Green","Rejected",1,5599,1,"Control","1","Trained","Trained",1,NA
18620,"BrownDB","Water",2019-03-22 00:02:20,2,1,2019-03-22 00:02:20,0,NA,"Brown","Consumed",0,0,0,"DB","0","Naive","Naive",1,NA
18621,"GreenDB","DB",2019-03-22 00:03:24,1,-1,2019-03-22 00:03:14,0,NA,"Green","Rejected",1,10,0,"DB","1","Trained","Trained",1,NA
18622,"GreenDB","Water",2019-03-22 00:03:06,1,-1,2019-03-22 00:02:58,0,NA,"Green","Rejected",1,8,0,"DB","0","Naive","Naive",1,NA
18623,"BrownDB","DB",2019-03-22 00:15:06,1,1,2019-03-22 00:00:00,0,NA,"Green","Consumed",0,906,1,"Control","1","Trained","Trained",1,NA
18624,"BrownDB","Water",2019-03-22 00:03:06,2,1,2019-03-22 00:02:30,0,NA,"Brown","Consumed",0,36,0,"DB","0","Naive","Naive",1,NA
18625,"GreenDB","DB",2019-03-22 00:03:39,1,1,2019-03-22 00:03:11,0,NA,"Green","Consumed",0,28,0,"DB","1","Trained","Trained",1,NA
18626,"GreenDB","Water",2019-03-22 00:03:35,2,-1,2019-03-22 00:03:12,0,NA,"Brown","Rejected",1,23,1,"Control","0","Naive","Naive",1,NA
18627,"BrownDB","DB",2019-03-22 00:05:15,2,1,2019-03-22 00:03:26,0,NA,"Brown","Consumed",0,109,0,"DB","1","Trained","Trained",1,NA
18628,"BrownDB","Water",2019-03-22 00:07:19,1,-1,2019-03-22 00:04:40,0,NA,"Green","Rejected",1,159,1,"Control","0","Naive","Naive",1,NA
18629,"GreenDB","DB",2019-03-22 00:02:15,2,1,2019-03-22 00:02:08,0,NA,"Brown","Consumed",0,7,1,"Control","1","Trained","Trained",1,NA
18631,"BrownDB","DB",2019-03-22 00:03:10,1,1,2019-03-22 00:02:46,0,NA,"Green","Consumed",0,24,1,"Control","1","Trained","Trained",1,NA
18633,"GreenDB","DB",2019-03-22 00:02:58,1,1,2019-03-22 00:02:53,0,NA,"Green","Consumed",0,5,0,"DB","1","Trained","Trained",1,NA
18634,"GreenDB","Water",2019-03-22 00:03:10,1,-1,2019-03-22 00:02:25,0,NA,"Green","Rejected",1,45,0,"DB","0","Naive","Naive",1,NA
18635,"BrownDB","DB",2019-03-22 00:08:12,2,-1,2019-03-22 00:02:22,0,NA,"Brown","Rejected",1,350,0,"DB","1","Trained","Trained",1,NA
18636,"BrownDB","Water",2019-03-22 00:03:36,2,-1,2019-03-22 00:02:30,0,NA,"Brown","Rejected",1,66,0,"DB","0","Naive","Naive",1,NA
18637,"GreenDB","DB",2019-03-22 00:03:12,1,1,2019-03-22 00:02:31,0,NA,"Green","Consumed",0,41,0,"DB","1","Trained","Trained",1,NA
18638,"GreenDB","Water",2019-03-22 00:03:23,2,1,2019-03-22 00:02:27,0,NA,"Brown","Consumed",0,56,1,"Control","0","Naive","Naive",1,NA
18639,"BrownDB","DB",2019-03-22 00:05:04,1,1,2019-03-22 00:02:26,0,NA,"Green","Consumed",0,158,1,"Control","1","Trained","Trained",1,NA
18640,"BrownDB","Water",2019-03-22 00:03:10,1,1,2019-03-22 00:03:04,0,NA,"Green","Consumed",0,6,1,"Control","0","Naive","Naive",1,NA
18641,"GreenDB","DB",2019-03-22 00:05:54,1,-1,2019-03-22 00:02:56,0,NA,"Green","Rejected",1,178,0,"DB","1","Trained","Trained",1,NA
18642,"GreenDB","Water",2019-03-22 00:04:24,1,-1,2019-03-22 00:02:47,0,NA,"Green","Rejected",1,97,0,"DB","0","Naive","Naive",1,NA
18643,"BrownDB","DB",2019-03-22 00:47:23,1,1,2019-03-22 00:03:29,0,NA,"Green","Consumed",0,2634,1,"Control","1","Trained","Trained",1,NA
18644,"BrownDB","Water",2019-03-22 00:02:23,1,1,2019-03-22 00:02:13,0,NA,"Green","Consumed",0,10,1,"Control","0","Naive","Naive",1,NA
18645,"GreenDB","DB",2019-03-22 00:02:30,1,-1,2019-03-22 00:02:22,0,NA,"Green","Rejected",1,8,0,"DB","1","Trained","Trained",1,NA
18646,"GreenDB","Water",2019-03-22 00:03:00,1,1,2019-03-22 00:02:29,0,NA,"Green","Consumed",0,31,0,"DB","0","Naive","Naive",1,NA
18647,"BrownDB","DB",2019-03-22 00:03:29,2,1,2019-03-22 00:02:32,0,NA,"Brown","Consumed",0,57,0,"DB","1","Trained","Trained",1,NA
18648,"BrownDB","Water",2019-03-22 00:03:24,1,1,2019-03-22 00:02:28,0,NA,"Green","Consumed",0,56,1,"Control","0","Naive","Naive",1,NA
18649,"GreenDB","DB",2019-03-22 00:07:08,2,1,2019-03-22 00:02:39,0,NA,"Brown","Consumed",0,269,1,"Control","1","Trained","Trained",1,NA
18651,"BrownDB","DB",2019-03-22 00:03:26,1,1,2019-03-22 00:03:07,0,NA,"Green","Consumed",0,19,1,"Control","1","Trained","Trained",1,NA
18652,"BrownDB","Water",2019-03-22 00:03:15,1,1,2019-03-22 00:03:05,0,NA,"Green","Consumed",0,10,1,"Control","0","Naive","Naive",1,NA
18653,"GreenDB","DB",2019-03-22 00:03:56,2,1,2019-03-22 00:03:14,0,NA,"Brown","Consumed",0,42,1,"Control","1","Trained","Trained",1,NA
18654,"GreenDB","Water",2019-03-22 00:04:19,1,-1,2019-03-22 00:03:09,0,NA,"Green","Rejected",1,70,0,"DB","0","Naive","Naive",1,NA
18655,"BrownDB","DB",2019-03-22 00:03:19,2,1,2019-03-22 00:03:03,0,NA,"Brown","Consumed",0,16,0,"DB","1","Trained","Trained",1,NA
18656,"BrownDB","Water",2019-03-22 01:06:40,1,-1,2019-03-22 00:03:09,0,NA,"Green","Rejected",1,3811,1,"Control","0","Naive","Naive",1,NA
18657,"GreenDB","DB",2019-03-22 00:10:07,2,1,2019-03-22 00:03:18,0,NA,"Brown","Consumed",0,409,1,"Control","1","Trained","Trained",1,NA
18658,"GreenDB","Water",2019-03-22 00:04:52,1,-1,2019-03-22 00:03:00,0,NA,"Green","Rejected",1,112,0,"DB","0","Naive","Naive",1,NA
18659,"BrownDB","DB",2019-03-22 00:03:36,2,-1,2019-03-22 00:03:02,0,NA,"Brown","Rejected",1,34,0,"DB","1","Trained","Trained",1,NA
18660,"BrownDB","Water",2019-03-22 00:05:07,1,1,2019-03-22 00:02:59,0,NA,"Green","Consumed",0,128,1,"Control","0","Naive","Naive",1,NA
18661,"GreenDB","DB",2019-03-22 00:42:10,2,1,2019-03-22 00:02:51,0,NA,"Brown","Consumed",0,2359,1,"Control","1","Trained","Trained",1,NA
18662,"GreenDB","Water",2019-03-22 00:03:29,2,-1,2019-03-22 00:03:01,0,NA,"Brown","Rejected",1,28,1,"Control","0","Naive","Naive",1,NA
18663,"BrownDB","DB",2019-03-22 00:02:25,2,1,2019-03-22 00:02:19,0,NA,"Brown","Consumed",0,6,0,"DB","1","Trained","Trained",1,NA
18664,"BrownDB","Water",2019-03-22 00:03:00,1,1,2019-03-22 00:02:33,0,NA,"Green","Consumed",0,27,1,"Control","0","Naive","Naive",1,NA
18665,"GreenDB","DB",2019-03-22 00:12:58,1,-1,2019-03-22 00:02:35,0,NA,"Green","Rejected",1,623,0,"DB","1","Trained","Trained",1,NA
18666,"GreenDB","Water",2019-03-22 00:02:44,1,-1,2019-03-22 00:02:31,0,NA,"Green","Rejected",1,13,0,"DB","0","Naive","Naive",1,NA
18667,"BrownDB","DB",2019-03-22 00:02:29,2,-1,2019-03-22 00:02:24,0,NA,"Brown","Rejected",1,5,0,"DB","1","Trained","Trained",1,NA
18668,"BrownDB","Water",2019-03-22 00:02:20,2,-1,2019-03-22 00:02:15,0,NA,"Brown","Rejected",1,5,0,"DB","0","Naive","Naive",1,NA
18669,"GreenDB","DB",2019-03-22 00:05:52,2,1,2019-03-22 00:02:21,0,NA,"Brown","Consumed",0,211,1,"Control","1","Trained","Trained",1,NA
18670,"GreenDB","Water",2019-03-22 00:04:15,2,1,2019-03-22 00:02:32,0,NA,"Brown","Consumed",0,103,1,"Control","0","Naive","Naive",1,NA
18671,"BrownDB","DB",2019-03-22 00:05:41,1,1,2019-03-22 00:02:54,0,NA,"Green","Consumed",0,167,1,"Control","1","Trained","Trained",1,NA
18672,"BrownDB","Water",2019-03-22 00:02:40,2,-1,2019-03-22 00:02:16,0,NA,"Brown","Rejected",1,24,0,"DB","0","Naive","Naive",1,NA
18673,"GreenDB","DB",2019-03-22 00:03:27,1,-1,2019-03-22 00:02:28,0,NA,"Green","Rejected",1,59,0,"DB","1","Trained","Trained",1,NA
18674,"BrownDB","Water",2019-03-22 00:03:22,2,1,2019-03-22 00:03:11,0,NA,"Brown","Consumed",0,11,0,"DB","0","Naive","Naive",1,NA
18675,"GreenDB","Water",2019-03-22 00:03:59,2,1,2019-03-22 00:02:24,0,NA,"Brown","Consumed",0,95,1,"Control","0","Naive","Naive",1,NA
18676,"BrownDB","DB",2019-03-22 00:02:23,1,1,2019-03-22 00:02:20,0,NA,"Green","Consumed",0,3,1,"Control","1","Trained","Trained",1,NA
18677,"BrownDB","Water",2019-03-22 00:02:20,2,-1,2019-03-22 00:02:09,0,NA,"Brown","Rejected",1,11,0,"DB","0","Naive","Naive",1,NA
18678,"GreenDB","DB",2019-03-22 00:03:28,1,1,2019-03-22 00:02:42,0,NA,"Green","Consumed",0,46,0,"DB","1","Trained","Trained",1,NA
18679,"GreenDB","Water",2019-03-22 00:03:05,1,1,2019-03-22 00:03:03,0,NA,"Green","Consumed",0,2,0,"DB","0","Naive","Naive",1,NA
18680,"GreenDB","Water",2019-03-22 00:03:16,2,1,2019-03-22 00:02:55,0,NA,"Brown","Consumed",0,21,1,"Control","0","Naive","Naive",1,NA
18681,"BrownDB","DB",2019-03-22 00:18:38,1,1,2019-03-22 00:02:54,0,NA,"Green","Consumed",0,944,1,"Control","1","Trained","Trained",1,NA
18682,"BrownDB","Water",2019-03-22 00:03:10,2,1,2019-03-22 00:03:00,0,NA,"Brown","Consumed",0,10,0,"DB","0","Naive","Naive",1,NA
18683,"BrownDB","Water",2019-03-22 00:02:54,1,-1,2019-03-22 00:02:53,0,NA,"Green","Rejected",1,1,1,"Control","0","Naive","Naive",1,NA
18684,"GreenDB","DB",2019-03-22 00:02:59,1,-1,2019-03-22 00:02:49,0,NA,"Green","Rejected",1,10,0,"DB","1","Trained","Trained",1,NA
18685,"GreenDB","Water",2019-03-22 00:02:45,1,1,2019-03-22 00:02:39,0,NA,"Green","Consumed",0,6,0,"DB","0","Naive","Naive",1,NA
18686,"BrownDB","DB",2019-03-22 00:02:06,2,1,2019-03-22 00:02:04,0,NA,"Brown","Consumed",0,2,0,"DB","1","Trained","Trained",1,NA
18696,"GreenDB","Water",2019-03-22 00:15:38,2,1,2019-03-22 00:02:58,0,NA,"Brown","Consumed",0,760,1,"Control","0","Naive","Naive",1,NA
18703,"BrownDB","Water",2019-03-22 00:02:19,2,1,2019-03-22 00:02:04,0,NA,"Brown","Consumed",0,15,0,"DB","0","Naive","Naive",1,NA
