Wavelength	Paint	Reflectance	LowCI	UpperCI
465	Green	13.4255	13.27611544	13.57488456
466	Green	13.41233333	13.26268651	13.56198016
467	Green	13.51666667	13.36542997	13.66790336
468	Green	13.581	13.43012327	13.73187673
469	Green	13.678	13.52679237	13.82920763
470	Green	13.7155	13.56475723	13.86624277
471	Green	13.68566667	13.53651401	13.83481933
472	Green	13.725	13.57549353	13.87450647
473	Green	13.82233333	13.67360737	13.97105929
474	Green	13.86233333	13.7136584	14.01100826
475	Green	13.86013889	13.71107786	14.00919992
476	Green	13.91705556	13.76788979	14.06622132
477	Green	13.97397222	13.82469593	14.12324852
478	Green	14.03088889	13.88149628	14.1802815
479	Green	14.08780556	13.93829085	14.23732026
480	Green	14.14472222	13.99507967	14.29436477
481	Green	14.20163889	14.05186275	14.35141503
482	Green	14.25855556	14.10864009	14.40847102
483	Green	14.31547222	14.16541173	14.46553271
484	Green	14.37238889	14.22217767	14.52260011
485	Green	14.42930556	14.27893793	14.57967318
486	Green	14.48622222	14.33569253	14.63675191
487	Green	14.54313889	14.39244149	14.69383629
488	Green	14.60005556	14.44918482	14.75092629
489	Green	14.65697222	14.50592255	14.80802189
490	Green	14.71388889	14.5626547	14.86512308
491	Green	14.77080556	14.61938128	14.92222983
492	Green	14.82772222	14.67610232	14.97934212
493	Green	14.88463889	14.73281784	15.03645994
494	Green	14.94155556	14.78952786	15.09358326
495	Green	15.031	14.87879836	15.18320164
496	Green	14.89833333	14.74685092	15.04981574
497	Green	14.89533333	14.74289076	15.04777591
498	Green	15.00666667	14.85234636	15.16098698
499	Green	15.27733333	15.11802198	15.43664469
500	Green	15.4725	15.31015784	15.63484216
501	Green	15.65333333	15.48918416	15.81748251
502	Green	15.80566667	15.63796548	15.97336786
503	Green	15.90833333	15.73755496	16.07911171
504	Green	16.03966667	15.86595748	16.21337586
505	Green	16.16933333	15.9914787	16.34718797
506	Green	16.2415	16.06122646	16.42177354
507	Green	16.263	16.08051448	16.44548552
508	Green	16.32833333	16.14324763	16.51341904
509	Green	16.464	16.27722012	16.65077988
510	Green	16.675	16.48670994	16.86329006
511	Green	16.92466667	16.73493301	17.11440032
512	Green	17.183	16.99157804	17.37442196
513	Green	17.3825	17.18938639	17.57561361
514	Green	17.61966667	17.42416864	17.81516469
515	Green	17.91	17.7112296	18.1087704
516	Green	17.97166667	17.77062954	18.17270379
517	Green	17.815	17.6133473	18.0166527
518	Green	17.85	17.64640787	18.05359213
519	Green	18.089	17.88253101	18.29546899
520	Green	18.18740556	17.98112034	18.39369077
521	Green	18.45681111	18.24812084	18.66550138
522	Green	18.72621667	18.51510769	18.93732565
523	Green	18.99562222	18.78208134	19.2091631
524	Green	19.26502778	19.04904225	19.4810133
525	Green	19.53443333	19.31599085	19.75287582
526	Green	19.80383889	19.58292753	20.02475025
527	Green	20.07324444	19.84985271	20.29663618
528	Green	20.34265	20.11676675	20.56853325
529	Green	20.61205556	20.38367002	20.84044109
530	Green	20.88146111	20.65056288	21.11235935
531	Green	21.15086667	20.91744565	21.38428768
532	Green	21.42027222	21.18431867	21.65622578
533	Green	21.68967778	21.45118223	21.92817332
534	Green	21.95908333	21.71803665	22.20013001
535	Green	22.22848889	21.98488221	22.47209557
536	Green	22.49789444	22.25171919	22.7440697
537	Green	22.7673	22.51854784	23.01605216
538	Green	23.03670556	22.78536843	23.28804268
539	Green	23.30611111	23.05218121	23.56004101
540	Green	23.163	22.91260704	23.41339296
541	Green	23.339	23.08476085	23.59323915
542	Green	23.41633333	23.15910502	23.67356165
543	Green	23.914	23.65081137	24.17718863
544	Green	23.85933333	23.59915447	24.11951219
545	Green	23.902	23.64185736	24.16214264
546	Green	24.00733333	23.74667065	24.26799602
547	Green	24.27	24.0072477	24.5327523
548	Green	24.628	24.36131501	24.89468499
549	Green	25.161	24.88794797	25.43405203
550	Green	25.46366667	25.18673504	25.74059829
551	Green	25.28333333	25.00638826	25.5602784
552	Green	25.195	24.918133	25.471867
553	Green	25.27433333	24.99693764	25.55172903
554	Green	25.3785	25.09924292	25.65775708
555	Green	25.60666667	25.32463477	25.88869856
556	Green	25.75666667	25.47099512	26.04233821
557	Green	25.74766667	25.46008891	26.03524443
558	Green	25.731	25.4421256	26.0198744
559	Green	25.68133333	25.39142691	25.97123976
560	Green	25.54766667	25.25835041	25.83698292
561	Green	25.46133333	25.17004673	25.75261994
562	Green	25.39733333	25.10495322	25.68971344
563	Green	25.32533333	25.03297409	25.61769257
564	Green	25.1425	24.85045896	25.43454104
565	Green	24.79833333	24.50961976	25.08704691
566	Green	24.586	24.2997144	24.8722856
567	Green	24.52966667	24.24204581	24.81728752
568	Green	24.555	24.26626179	24.84373821
569	Green	24.58366667	24.29265577	24.87467757
570	Green	24.21666667	23.92819207	24.50514126
571	Green	23.82333333	23.53758377	24.1090829
572	Green	23.66533333	23.38006373	23.95060294
573	Green	23.478	23.19301039	23.76298961
574	Green	23.39266667	23.10703453	23.67829881
575	Green	23.311	23.02503417	23.59696583
576	Green	23.17	22.88447888	23.45552112
577	Green	23.14333333	22.85680751	23.42985916
578	Green	23.149	22.8629695	23.4350305
579	Green	23.03333333	22.74940979	23.31725687
580	Green	22.87166667	22.58966883	23.1536645
581	Green	22.665	22.3861292	22.9438708
582	Green	22.43766667	22.16100885	22.71432448
583	Green	22.21066667	21.93545908	22.48587425
584	Green	21.98166667	21.70907868	22.25425466
585	Green	21.72633333	21.4538978	21.99876887
586	Green	21.44566667	21.17390242	21.71743091
587	Green	21.11	20.83850293	21.38149707
588	Green	20.73666667	20.46680611	21.00652723
589	Green	20.39233333	20.12551094	20.65915573
590	Green	20.1655	19.90129626	20.42970374
591	Green	19.995	19.73389165	20.25610835
592	Green	19.776	19.51653547	20.03546453
593	Green	19.46533333	19.20987638	19.72079029
594	Green	19.14	18.88836471	19.39163529
595	Green	18.664	18.41779114	18.91020886
596	Green	18.138	17.89786888	18.37813112
597	Green	17.91866667	17.68008835	18.15724498
598	Green	17.79	17.5528921	18.0271079
599	Green	17.82866667	17.59109969	18.06623364
600	Green	17.835	17.59820551	18.07179449
601	Green	17.50533333	17.27169171	17.73897496
602	Green	16.99833333	16.76621706	17.23044961
603	Green	16.48333333	16.25336371	16.71330295
604	Green	16.177	15.94675182	16.40724818
605	Green	16.148	15.91660615	16.37939385
606	Green	16.213	15.98097283	16.44502717
607	Green	16.22333333	15.99134803	16.45531863
608	Green	15.84366667	15.61603353	16.0712998
609	Green	15.5815	15.35577979	15.80722021
610	Green	15.46966667	15.24453988	15.69479345
611	Green	15.488	15.26268176	15.71331824
612	Green	15.67733333	15.45139878	15.90326789
613	Green	15.725	15.49883085	15.95116915
614	Green	15.63333333	15.40735386	15.8593128
615	Green	15.52966667	15.30577003	15.7535633
616	Green	15.42333333	15.20151051	15.64515615
617	Green	15.31366667	15.09591542	15.53141791
618	Green	15.22633333	15.01058494	15.44208173
619	Green	15.15833333	14.94270822	15.37395845
620	Green	15.12333333	14.90812231	15.33854436
621	Green	15.10266667	14.8878131	15.31752024
622	Green	15.07233333	14.85922835	15.28543832
623	Green	15.02066667	14.80937673	15.23195661
624	Green	14.92266667	14.7148067	15.13052663
625	Green	14.712	14.50625958	14.91774042
626	Green	14.506	14.30134311	14.71065689
627	Green	14.44066667	14.23434876	14.64698457
628	Green	14.45233333	14.24417981	14.66048686
629	Green	14.57133333	14.36088051	14.78178616
630	Green	14.66766667	14.4564162	14.87891714
631	Green	14.66566667	14.45345748	14.87787585
632	Green	14.60733333	14.39463174	14.82003493
633	Green	14.49433333	14.28154015	14.70712652
634	Green	14.42233333	14.20760765	14.63705902
635	Green	14.382	14.16629209	14.59770791
636	Green	14.42	14.20260221	14.63739779
637	Green	14.47533333	14.25784888	14.69281778
638	Green	14.49466667	14.27895436	14.71037897
639	Green	14.492	14.27771124	14.70628876
640	Green	14.48	14.26686983	14.69313017
641	Green	14.45433333	14.24208169	14.66658497
642	Green	14.434	14.22146198	14.64653802
643	Green	14.421	14.20907634	14.63292366
644	Green	14.39633333	14.18638121	14.60628546
645	Green	14.36	14.15184728	14.56815272
646	Green	14.32466667	14.11631262	14.53302071
647	Green	14.30166667	14.0935768	14.50975653
648	Green	14.28666667	14.07738309	14.49595024
649	Green	14.26133333	14.05197937	14.4706873
650	Green	14.21933333	14.00966124	14.42900542
651	Green	14.17966667	13.97017588	14.38915746
652	Green	14.177	13.96663715	14.38736285
653	Green	14.217	14.00769645	14.42630355
654	Green	14.26066667	14.05289951	14.46843382
655	Green	14.301	14.09507536	14.50692464
656	Green	14.29666667	14.09062618	14.50270716
657	Green	14.192	13.98702711	14.39697289
658	Green	13.989	13.78517578	14.19282422
659	Green	13.947	13.74227464	14.15172536
660	Green	14.008	13.8003528	14.2156472
661	Green	14.21866667	14.00775611	14.42957722
662	Green	14.49233333	14.27625867	14.708408
663	Green	14.625	14.4073651	14.8426349
664	Green	14.70933333	14.49144684	14.92721983
665	Green	14.77766667	14.55947329	14.99586004
666	Green	14.84266667	14.62366349	15.06166984
667	Green	14.89033333	14.67013537	15.11053129
668	Green	14.89833333	14.67908742	15.11757925
669	Green	14.95333333	14.73370073	15.17296594
670	Green	15.03566667	14.81618163	15.2551517
671	Green	15.16	14.9396043	15.3803957
672	Green	15.30433333	15.08287353	15.52579313
673	Green	15.39933333	15.17635696	15.6223097
674	Green	15.483	15.25952035	15.70647965
675	Green	15.56633333	15.34234704	15.79031962
676	Green	15.64333333	15.41885455	15.86781212
677	Green	15.67733333	15.45356712	15.90109955
678	Green	15.6225	15.39980132	15.84519868
679	Green	15.49166667	15.27168865	15.71164468
680	Green	15.51966667	15.29979705	15.73953628
681	Green	15.646	15.42468605	15.86731395
682	Green	15.906	15.68358231	16.12841769
683	Green	16.17133333	15.94699389	16.39567277
684	Green	16.31666667	16.09081106	16.54252228
685	Green	16.39266667	16.16430038	16.62103295
686	Green	16.40266667	16.1727735	16.63255983
687	Green	16.42166667	16.19023794	16.65309539
688	Green	16.48566667	16.25413495	16.71719838
689	Green	16.56233333	16.33172524	16.79294142
690	Green	16.668	16.43754542	16.89845458
691	Green	16.75333333	16.52307929	16.98358738
692	Green	16.819	16.58878506	17.04921494
693	Green	16.9	16.66586374	17.13413626
694	Green	16.95266667	16.71556623	17.1897671
695	Green	16.98133333	16.74237034	17.22029633
696	Green	16.88475	16.64746373	17.12203627
697	Green	16.46566667	16.2341131	16.69722023
698	Green	16.26133333	16.03296331	16.48970335
699	Green	16.32166667	16.09352794	16.54980539
700	Green	16.55766667	16.32799211	16.78734122
